RADXTT-MVREASONS	biolink:NamedThing
RAO	biolink:NamedThing
RB	biolink:NamedThing
RBO	biolink:NamedThing
RCD	biolink:NamedThing
RCTONT	biolink:NamedThing
RCTV2	biolink:NamedThing
RDA-CONTENT	biolink:NamedThing
RDA-ISSUANCE	biolink:NamedThing
RDFS	biolink:NamedThing
RDL	biolink:NamedThing
RDO	biolink:NamedThing
REPO	biolink:NamedThing
REPRODUCE-ME	biolink:NamedThing
RETO	biolink:NamedThing
REX	biolink:BiologicalProcess
REXO	biolink:NamedThing
RH-MESH	biolink:NamedThing
RNAO	biolink:NamedThing
RNPRIO	biolink:NamedThing
RNRMU	biolink:NamedThing
RO	biolink:NamedThing
ROCKNROLLTEST	biolink:NamedThing
ROLEO	biolink:PopulationOfIndividualOrganisms
ROO	biolink:NamedThing
ROS	biolink:NamedThing
RPO	biolink:DiseaseOrPhenotypicFeature
RS	biolink:Genotype
RSA	biolink:NamedThing
RVO	biolink:NamedThing
RXNO	biolink:NamedThing
RXNORM	biolink:NamedThing
SAO	biolink:NamedThing
SARSMUTONTO	biolink:NamedThing
SBO	biolink:NamedThing
SBOL	biolink:NamedThing
SCDO	biolink:NamedThing
SCHEMA	biolink:NamedThing
SCIO	biolink:NamedThing
SCO	biolink:NamedThing
SD3	biolink:NamedThing
SDO	biolink:NamedThing
SEDI	biolink:NamedThing
SENSO	biolink:NamedThing
SEP	biolink:NamedThing
SEPIO	biolink:NamedThing
SHR	biolink:NamedThing
SIBO	biolink:NamedThing
SIMON	biolink:NamedThing
SIO	biolink:NamedThing
SITBAC	biolink:NamedThing
SK	biolink:NamedThing
SMASH	biolink:NamedThing
SMO	biolink:NamedThing
SNMI	biolink:NamedThing
SNOMEDCT	biolink:NamedThing
SNPO	biolink:NamedThing
SO	biolink:NamedThing
SOCPRES	biolink:NamedThing
SOHO	biolink:NamedThing
SOIL-PROF	biolink:NamedThing
SOPHARM	biolink:NamedThing
SOS	biolink:NamedThing
SOY	biolink:NamedThing
SP	biolink:NamedThing
SPD	biolink:AnatomicalEntity
SPO	biolink:NamedThing
SPTO	biolink:NamedThing
SSE	biolink:NamedThing
SSN	biolink:NamedThing
SSO	biolink:NamedThing
STATO	biolink:NamedThing
STMSO	biolink:NamedThing
